Index,Latitude,Longitude
302,40.731286,-74.010338
303,40.731275,-74.010212
304,40.7316,-74.006604
305,40.73178,-74.007808
306,40.73187,-74.008785
307,40.731989,-74.010085
308,40.73199,-74.010135
309,40.732006,-74.010272
310,40.75716,-73.995507
311,40.757741,-73.996847
312,40.758182,-73.997876
313,40.754469,-74.006611
314,40.754411,-74.006475
315,40.753272,-74.003806
316,40.761897,-73.994892
317,40.762689,-73.996781
318,40.762749,-73.996925
319,40.762804,-73.997054
320,40.763056,-73.997642
321,40.763284,-73.998177
322,40.763556,-73.998825
323,40.763576,-73.998873
324,40.763617,-73.998969
325,40.764329,-73.998714
326,40.764238,-73.998495
327,40.764194,-73.99839
328,40.763899,-73.99769
329,40.763687,-73.997189
330,40.763378,-73.996457
331,40.763077,-73.995744
332,40.762528,-73.994437
333,40.760643,-73.9958
334,40.761504,-73.997844
335,40.762491,-74.000191
336,40.762541,-74.00031
337,40.759387,-73.996954
338,40.75944,-73.997112
339,40.771325,-73.993755
340,40.771446,-73.994077
341,40.771508,-73.994217
342,40.77003,-73.994933
343,40.769909,-73.994962
344,40.769594,-73.995046
345,40.769424,-73.995064
346,40.769332,-73.995062
347,40.771661,-73.994156
348,40.771794,-73.994077
349,40.772084,-73.99387
350,40.769252,-73.994854
351,40.769203,-73.994729
352,40.75393,-73.964347
353,40.754504,-73.965697
354,40.760463,-73.983706
355,40.760526,-73.983855
356,40.7606,-73.98405
357,40.760739,-73.984362
358,40.760762,-73.984416
359,40.76078,-73.984459
360,40.76098,-73.984955
361,40.761667,-73.986566
362,40.76185,-73.987002
363,40.762165,-73.987749
364,40.762309,-73.988091
365,40.762421,-73.988356
366,40.762777,-73.989201
367,40.76282,-73.989305
368,40.762861,-73.989402
369,40.764057,-73.992242
370,40.76422,-73.992644
371,40.765254,-73.995084
372,40.76545,-73.995549
373,40.765457,-73.995567
374,40.765933,-73.996697
375,40.766066,-73.997013
376,40.766121,-73.997144
377,40.766207,-73.997348
378,40.766826,-73.996884
379,40.766739,-73.996665
380,40.781123,-73.987235
381,40.781539,-73.986783
382,40.781639,-73.986709
383,40.746605,-73.976222
384,40.746414,-73.975762
385,40.746675,-73.97639
386,40.747614,-73.976697
387,40.747839,-73.977242
388,40.748294,-73.978344
389,40.747252,-73.975855
390,40.747327,-73.976003
391,40.746995,-73.977146
392,40.74915,-73.972692
393,40.748406,-73.970915
394,40.747546,-73.968727
395,40.747531,-73.968762
396,40.747527,-73.968789
397,40.747526,-73.968814
398,40.747531,-73.968844
399,40.747542,-73.968872
400,40.747966,-73.969899
401,40.748038,-73.970075
402,40.74806,-73.970139
403,40.7481,-73.970217
404,40.748319,-73.970708
405,40.748936,-73.970533
406,40.748962,-73.970514
407,40.749748,-73.969931
408,40.750442,-73.97159
409,40.75049,-73.971713
410,40.750556,-73.97186
411,40.751429,-73.973924
412,40.751843,-73.974909
413,40.75211,-73.975558
414,40.746608,-73.974528
415,40.746585,-73.974545
416,40.746387,-73.974692
417,40.745949,-73.973111
418,40.745975,-73.973307
419,40.746059,-73.973542
420,40.746233,-73.973941
421,40.74706,-73.979238
422,40.747716,-73.980761
423,40.747796,-73.980953
424,40.74843,-73.982473
425,40.7491,-73.984076
426,40.74544,-73.975394
427,40.745502,-73.975538
428,40.745605,-73.975782
429,40.74591,-73.974497
430,40.745851,-73.97412
431,40.745751,-73.973837
432,40.745646,-73.973542
433,40.745609,-73.973393
434,40.745575,-73.973199
435,40.745573,-73.973079
436,40.746231,-73.973706
437,40.746165,-73.973742
438,40.746115,-73.973759
439,40.74606,-73.973762
440,40.746014,-73.973758
441,40.745959,-73.973743
442,40.745906,-73.973696
443,40.745856,-73.973647
444,40.7458,-73.973601
445,40.745785,-73.973558
446,40.745733,-73.973465
447,40.745695,-73.973379
448,40.745659,-73.973261
449,40.745621,-73.973074
450,40.74561,-73.972933
451,40.745621,-73.972743
452,40.74562,-73.972603
453,40.745661,-73.972454
454,40.745728,-73.972198
455,40.745895,-73.971901
456,40.74607,-73.971695
457,40.746312,-73.971506
458,40.747027,-73.970974
459,40.747302,-73.970731
460,40.747576,-73.970397
461,40.747714,-73.970153
462,40.747819,-73.969817
463,40.747857,-73.969522
464,40.747858,-73.96918
465,40.747839,-73.968773
466,40.74766,-73.968114
467,40.747515,-73.967713
468,40.747222,-73.967206
469,40.744744,-73.963304
470,40.745856,-73.973926
471,40.745678,-73.973482
472,40.745627,-73.973337
473,40.745597,-73.973211
474,40.745567,-73.972955
475,40.745585,-73.972739
476,40.756096,-74.003418
477,40.756005,-74.003271
478,40.755899,-74.003087
479,40.755789,-74.002805
480,40.755716,-74.002558
481,40.756382,-74.003909
482,40.756339,-74.003788
483,40.756317,-74.003743
484,40.756284,-74.003675
485,40.756228,-74.003584
486,40.756212,-74.003557
487,40.756142,-74.003474
488,40.75361,-74.003558
489,40.752645,-74.00427
490,40.752015,-74.004738
491,40.751393,-74.005184
492,40.750788,-74.005636
493,40.750178,-74.006071
494,40.74998,-74.006211
495,40.757025,-73.999069
496,40.757202,-73.999485
497,40.757685,-74.000628
498,40.75776,-73.998886
499,40.75762,-73.998547
500,40.758298,-74.000182
501,40.757503,-74.000761
502,40.75708,-74.001066
503,40.756465,-74.001509
504,40.75588,-74.001927
505,40.755788,-74.001996
506,40.753477,-73.992525
507,40.753072,-73.991558
508,40.752288,-73.989688
509,40.751443,-73.987662
510,40.751417,-73.987602
511,40.751361,-73.987469
512,40.75108,-73.986824
513,40.756158,-74.000797
514,40.755516,-74.003418
515,40.756221,-74.005131
516,40.756289,-74.005292
517,40.756033,-74.002566
518,40.756405,-74.003441
519,40.756692,-74.004132
520,40.756755,-74.004285
521,40.756925,-74.004695
522,40.75696,-74.004791
523,40.755652,-74.001681
524,40.755726,-74.001852
525,40.758371,-73.998338
526,40.758702,-73.997268
527,40.758335,-73.996414
528,40.75821,-73.996127
529,40.757661,-73.994815
530,40.758934,-73.997825
531,40.758838,-73.997596
532,40.75872,-73.99731
533,40.760148,-73.998804
534,40.761284,-74.001551
535,40.76132,-74.001637
536,40.76133,-74.001767
537,40.761295,-74.001961
538,40.759298,-73.996736
539,40.758794,-73.99937
540,40.758929,-73.9997
541,40.763151,-73.993986
542,40.764003,-73.996005
543,40.764815,-73.997923
544,40.76487,-73.998053
545,40.761788,-73.994631
546,40.762422,-73.994169
547,40.76218,-73.993607
548,40.760985,-73.990767
549,40.76095,-73.990671
550,40.760395,-73.989364
551,40.760262,-73.989049
552,40.760251,-73.989023
553,40.759786,-73.987928
554,40.759501,-73.987252
555,40.759192,-73.986519
556,40.759086,-73.986267
557,40.758759,-73.985496
558,40.75875,-73.985476
559,40.758686,-73.985322
560,40.758639,-73.985211
561,40.758607,-73.985136
562,40.758586,-73.985087
563,40.763047,-73.993738
564,40.760924,-73.994526
565,40.759728,-73.991684
566,40.76127,-73.995351
567,40.76115,-73.995063
568,40.760535,-73.995541
569,40.75853,-73.998163
570,40.758576,-73.998271
571,40.758629,-73.99841
572,40.758678,-73.998542
573,40.758724,-73.998697
574,40.758873,-73.999208
575,40.758459,-73.998239
576,40.758537,-73.998353
577,40.7585,-73.998441
578,40.758649,-73.998542
579,40.758361,-73.997743
580,40.758383,-73.997795
581,40.758453,-73.99796
582,40.758674,-73.998081
583,40.758683,-73.998143
584,40.7587,-73.998236
585,40.758716,-73.998327
586,40.758736,-73.998456
587,40.75878,-73.998646
588,40.75179,-73.998409
589,40.752208,-73.999384
590,40.75224,-73.999466
591,40.752689,-74.00053
592,40.746529,-73.985954
593,40.747199,-73.987514
594,40.74733,-73.987838
595,40.747551,-73.988332
596,40.747665,-73.988606
597,40.74774,-73.988785
598,40.747895,-73.989157
599,40.74702,-74.004653
600,40.7476,-74.004168
601,40.74835,-74.003684
602,40.753594,-73.9985
603,40.753791,-73.998424
604,40.75398,-73.998347
605,40.754137,-73.998267
606,40.754283,-73.998161
607,40.75441,-73.998049
608,40.754538,-73.997896
609,40.753616,-73.998543
610,40.753569,-73.998581
611,40.753526,-73.998697
612,40.756631,-73.995133
613,40.756523,-73.995093
614,40.756442,-73.995077
615,40.756346,-73.995073
616,40.756274,-73.995069
617,40.756189,-73.995095
618,40.75609,-73.995153
619,40.756027,-73.995211
620,40.755944,-73.995306
621,40.755905,-73.995373
622,40.756282,-73.994962
623,40.75636,-73.994979
624,40.756405,-73.994985
625,40.756473,-73.995009
626,40.75654,-73.995048
627,40.756366,-73.994942
628,40.75643,-73.994948
629,40.756514,-73.994969
630,40.756609,-73.995004
631,40.756684,-73.99505
632,40.7567,-73.995101
633,40.756854,-73.995191
634,40.756769,-73.996039
635,40.75671,-73.995957
636,40.75667,-73.995914
637,40.756622,-73.995872
638,40.756531,-73.995831
639,40.756415,-73.995814
640,40.75632,-73.995833
641,40.75622,-73.995885
642,40.755401,-73.996494
643,40.755299,-73.996584
644,40.755211,-73.996661
645,40.756701,-73.995815
646,40.75668,-73.995687
647,40.756707,-73.995566
648,40.756742,-73.99547
649,40.7568,-73.995387
650,40.756879,-73.995331
651,40.757093,-73.995244
652,40.756928,-73.995597
653,40.756871,-73.995465
654,40.75681,-73.995363
655,40.756763,-73.995279
656,40.756728,-73.995228
657,40.756691,-73.995188
658,40.756653,-73.995156
659,40.75756,-73.996758
660,40.757467,-73.996598
661,40.757299,-73.996239
662,40.757078,-73.995704
663,40.75706,-73.995592
664,40.757066,-73.995476
665,40.757088,-73.995374
666,40.75712,-73.995292
667,40.757204,-73.995157
668,40.756955,-73.995334
669,40.757097,-73.995554
670,40.757213,-73.99576
671,40.757363,-73.996023
672,40.757487,-73.996235
673,40.757615,-73.996455
674,40.757751,-73.996662
675,40.757957,-73.996942
676,40.75775,-73.994742
677,40.757841,-73.994698
678,40.75799,-73.994662
679,40.758092,-73.994612
680,40.754618,-73.997152
681,40.749324,-73.969431
682,40.749403,-73.969375
683,40.749476,-73.969323
684,40.749582,-73.969247
685,40.750049,-73.968916
686,40.750107,-73.968874
687,40.750185,-73.968819
688,40.750691,-73.968459
689,40.750754,-73.968414
690,40.750824,-73.968365
691,40.751298,-73.968028
692,40.751371,-73.967976
693,40.751435,-73.96793
694,40.75154,-73.967855
695,40.747841,-73.970566
696,40.748048,-73.970342
697,40.751718,-73.967631
698,40.751837,-73.967444
699,40.751917,-73.967339
700,40.75238,-73.966987
701,40.752508,-73.966908
702,40.752751,-73.966782
703,40.753163,-73.966576
704,40.753255,-73.966596
705,40.75251,-73.966835
706,40.752501,-73.966772
707,40.751961,-73.965481
708,40.75331,-73.964811
709,40.75315,-73.964442
710,40.746458,-73.981912
711,40.746502,-73.982018
712,40.74709,-73.983443
713,40.747527,-73.984462
714,40.74777,-73.985046
715,40.746962,-73.981434
716,40.750303,-73.978994
717,40.75371,-73.977432
718,40.75434,-73.976974
719,40.754974,-73.976516
720,40.755599,-73.97606
721,40.75396,-73.975814
722,40.753986,-73.975824
723,40.754012,-73.975839
724,40.754032,-73.975865
725,40.754046,-73.975897
726,40.75407,-73.975975
727,40.754087,-73.975998
728,40.754098,-73.976011
729,40.754113,-73.97602
730,40.754131,-73.976026
731,40.754146,-73.976019
732,40.754545,-73.975732
733,40.75387,-73.966154
734,40.76239,-73.978601
735,40.762343,-73.978476
736,40.762228,-73.978202
737,40.761093,-73.975501
738,40.761,-73.975373
739,40.758323,-73.968914
740,40.75738,-73.966702
741,40.762185,-73.966116
742,40.762259,-73.966271
743,40.762808,-73.967559
744,40.757693,-73.969372
745,40.758024,-73.970163
746,40.758374,-73.970992
747,40.75739,-73.982254
748,40.757337,-73.982129
749,40.756976,-73.981278
750,40.756085,-73.979156
751,40.75603,-73.979024
752,40.753308,-73.972559
753,40.752955,-73.971717
754,40.75237,-73.970341
755,40.752323,-73.970212
756,40.751432,-73.96812
757,40.751411,-73.968071
758,40.755186,-73.971194
759,40.755334,-73.971547
760,40.75539,-73.971679
761,40.75544,-73.971819
762,40.7558,-73.97282
763,40.755817,-73.970736
764,40.75565,-73.970355
765,40.754965,-73.968729
766,40.75487,-73.96852
767,40.751,-73.986399
768,40.752041,-73.987192
769,40.752096,-73.987318
770,40.752169,-73.987488
771,40.752184,-73.987523
772,40.749902,-73.98404
773,40.74972,-73.983621
774,40.75268,-73.973014
775,40.75336,-73.974648
776,40.756771,-73.982712
777,40.757908,-73.985404
778,40.757963,-73.985534
779,40.758035,-73.985707
780,40.758461,-73.986728
781,40.759159,-73.988386
782,40.760321,-73.99114
783,40.760355,-73.991227
784,40.761551,-73.994069
785,40.76311,-73.962515
786,40.763699,-73.963908
787,40.76405,-73.964756
788,40.764732,-73.966359
789,40.765374,-73.96786
790,40.765469,-73.968085
791,40.76605,-73.969488
792,40.766091,-73.969585
793,40.766137,-73.969695
794,40.76676,-73.971189
795,40.7593,-73.965292
796,40.75864,-73.965778
797,40.758021,-73.966232
798,40.77848,-73.985445
799,40.779176,-73.987112
800,40.779551,-73.988
801,40.779022,-73.98828
802,40.7792,-73.988195
803,40.779446,-73.988065
804,40.776176,-73.989634
805,40.776021,-73.989263
806,40.776028,-73.987261
807,40.776078,-73.987379
808,40.776509,-73.9884
809,40.779121,-73.984997
810,40.77987,-73.986772
811,40.779978,-73.986992
812,40.7802,-73.987565
813,40.772865,-73.989549
814,40.772622,-73.988969
815,40.772594,-73.988903
816,40.772383,-73.988399
817,40.77197,-73.987424
818,40.771964,-73.987407
819,40.771665,-73.986697
820,40.775177,-73.989192
821,40.774558,-73.989653
822,40.774749,-73.988185
823,40.762121,-73.997384
824,40.760827,-73.998329
825,40.770976,-73.990913
826,40.76982,-73.988212
827,40.769768,-73.988083
828,40.769717,-73.98796
829,40.768583,-73.985232
830,40.76855,-73.985159
831,40.767404,-73.982399
832,40.778521,-73.987434
833,40.778902,-73.988333
834,40.773025,-73.989912
835,40.77312,-73.990142
836,40.773306,-73.990561
837,40.773352,-73.990668
838,40.774516,-73.991423
839,40.774421,-73.991286
840,40.773991,-73.990261
841,40.773973,-73.992095
842,40.75916,-73.976744
843,40.75922,-73.976876
844,40.759631,-73.977853
845,40.7597,-73.978013
846,40.759731,-73.978087
847,40.760312,-73.979467
848,40.762964,-73.981898
849,40.76302,-73.98203
850,40.763354,-73.982826
851,40.764159,-73.984741
852,40.765322,-73.987478
853,40.765366,-73.987575
854,40.765425,-73.987716
855,40.76654,-73.990425
856,40.76692,-73.99133
857,40.767034,-73.991578
858,40.76774,-73.993263
859,40.768041,-73.995955
860,40.767966,-73.995777
861,40.767921,-73.995668
862,40.767104,-73.993722
863,40.76634,-73.991902
864,40.766226,-73.991629
865,40.765914,-73.990887
866,40.764805,-73.988179
867,40.764749,-73.988031
868,40.764708,-73.98793
869,40.764376,-73.987164
870,40.763528,-73.985202
871,40.762752,-73.983355
872,40.762697,-73.983222
873,40.762672,-73.983164
874,40.76265,-73.983111
875,40.762388,-73.982487
876,40.762334,-73.982357
877,40.762287,-73.982244
878,40.761894,-73.981296
879,40.76185,-73.981201
880,40.761577,-73.980542
881,40.761142,-73.979517
882,40.761089,-73.97939
883,40.760793,-73.978687
884,40.76073,-73.978537
885,40.75984,-73.976417
886,40.75978,-73.976289
887,40.770805,-73.994665
888,40.770713,-73.994406
889,40.77063,-73.994215
890,40.77179,-73.990331
891,40.772229,-73.990009
892,40.771183,-73.99077
893,40.770598,-73.991191
894,40.770412,-73.98761
895,40.771621,-73.990459
896,40.7856,-73.983987
897,40.785467,-73.984128
898,40.784906,-73.984517
899,40.783996,-73.98517
900,40.783677,-73.985419
901,40.78306,-73.985839
902,40.78235,-73.986337
903,40.78198,-73.986594
904,40.781851,-73.986693
905,40.781604,-73.986895
906,40.78134,-73.987187
907,40.780981,-73.987523
908,40.784975,-73.98266
909,40.785031,-73.982787
910,40.785195,-73.983179
911,40.78716,-73.983248
912,40.787044,-73.983374
913,40.786777,-73.983507
914,40.7865,-73.983689
915,40.78638,-73.983801
916,40.78624,-73.983945
917,40.786046,-73.984308
918,40.785999,-73.984435
919,40.785947,-73.984572
920,40.785665,-73.984728
921,40.785458,-73.984701
922,40.785344,-73.984696
923,40.785226,-73.984711
924,40.785039,-73.984758
925,40.784867,-73.984818
926,40.784626,-73.984904
927,40.784249,-73.985084
928,40.785417,-73.983999
929,40.785619,-73.983862
930,40.78584,-73.983711
931,40.786217,-73.983496
932,40.786571,-73.983321
933,40.78694,-73.98316
934,40.78756,-73.982924
935,40.787756,-73.982849
936,40.789026,-73.982337
937,40.789656,-73.982011
938,40.790306,-73.981651
939,40.790865,-73.981307
940,40.791508,-73.98087
941,40.792398,-73.980217
942,40.793061,-73.979668
943,40.79344,-73.979332
944,40.793864,-73.978912
945,40.794085,-73.978678
946,40.79428,-73.978449
947,40.813712,-73.962251
948,40.8138,-73.962107
949,40.81386,-73.962012
950,40.813866,-73.962079
951,40.813882,-73.962117
952,40.813906,-73.962146
953,40.813955,-73.962161
954,40.808928,-73.96461
955,40.808767,-73.964804
956,40.808665,-73.965024
957,40.808645,-73.965185
958,40.808662,-73.96541
959,40.80545,-73.967723
960,40.80557,-73.967743
961,40.80568,-73.967779
962,40.805,-73.967835
963,40.80591,-73.967915
964,40.805942,-73.967939
965,40.80598,-73.967979
966,40.801643,-73.968562
967,40.802268,-73.970054
968,40.802327,-73.96811
969,40.79919,-73.97493
970,40.799572,-73.974793
971,40.799994,-73.974604
972,40.800494,-73.974329
973,40.800962,-73.974063
974,40.801608,-73.973636
975,40.80182,-73.973497
976,40.802528,-73.972999
977,40.803574,-73.972235
978,40.804568,-73.971505
979,40.806303,-73.970132
980,40.807173,-73.969471
981,40.808427,-73.96857
982,40.809239,-73.968055
983,40.798906,-73.975029
984,40.79922,-73.97511
985,40.798955,-73.975212
986,40.798584,-73.975351
987,40.797629,-73.975737
988,40.79722,-73.975909
989,40.796869,-73.976092
990,40.796635,-73.976235
991,40.796355,-73.976436
992,40.796135,-73.976626
993,40.79602,-73.976735
994,40.79583,-73.976918
995,40.795611,-73.977163
996,40.795231,-73.977587
997,40.794589,-73.978335
998,40.79593,-73.975189
999,40.796085,-73.974957
1000,40.796156,-73.974839
1001,40.794362,-73.978594
1002,40.7941,-73.978883
1003,40.793866,-73.979139
1004,40.793483,-73.979505
1005,40.793094,-73.979857
1006,40.792704,-73.980183
1007,40.79234,-73.980483
1008,40.79195,-73.980775
1009,40.79146,-73.981118
1010,40.790982,-73.981436
1011,40.790494,-73.981736
1012,40.78983,-73.982123
1013,40.7895,-73.982303
1014,40.789039,-73.982518
1015,40.788486,-73.982754
1016,40.787704,-73.983045
1017,40.78687,-73.983346
1018,40.786607,-73.983458
1019,40.786401,-73.983562
1020,40.78627,-73.983625
1021,40.786043,-73.983745
1022,40.785783,-73.983908
1023,40.794505,-73.978195
1024,40.794773,-73.977865
1025,40.795256,-73.977261
1026,40.795562,-73.976892
1027,40.795792,-73.976624
1028,40.79607,-73.976341
1029,40.796201,-73.976223
1030,40.79638,-73.97608
1031,40.7965,-73.975996
1032,40.796685,-73.975883
1033,40.797196,-73.975645
1034,40.8287,-73.952389
1035,40.82449,-73.956274
1036,40.822417,-73.957871
1037,40.819964,-73.959821
1038,40.818791,-73.960851
1039,40.817878,-73.961809
1040,40.828648,-73.952287
1041,40.828997,-73.951995
1042,40.829292,-73.951777
1043,40.82134,-73.957999
1044,40.820589,-73.958448
1045,40.82,-73.958875
1046,40.816884,-73.961168
1047,40.818965,-73.959668
1048,40.820609,-73.958461
1049,40.820808,-73.958311
1050,40.82087,-73.958249
1051,40.820914,-73.95819
1052,40.820952,-73.958134
1053,40.820992,-73.958059
1054,40.821037,-73.95795
1055,40.821095,-73.957743
1056,40.82294,-73.955688
1057,40.82354,-73.955385
1058,40.823663,-73.955323
1059,40.823971,-73.955162
1060,40.824191,-73.955039
1061,40.82445,-73.954846
1062,40.82473,-73.954583
1063,40.824946,-73.954341
1064,40.825116,-73.954094
1065,40.825323,-73.953751
1066,40.8258,-73.953014
1067,40.82642,-73.952533
1068,40.827079,-73.951979
1069,40.82279,-73.955784
